date,city,temperature_c,humidity_pct,wind_speed_mps,rainfall_mm,traffic_index,industrial_index,construction_index,festival_flag,crop_burning_flag,pm25,pm10,no2,so2,co,o3,pollution_event_text,aqi
2026-05-05,Chennai,28.13,72.13,5.82,0.0,58.26,30.5,53.51,0,0,50.89,117.61,44.36,10.51,1.021,16.02,normal urban conditions,170.86
2026-05-06,Bengaluru,31.08,59.09,4.49,0.0,76.14,27.42,36.29,0,0,52.92,77.87,43.08,10.22,1.213,25.77,heavy traffic,143.29
2026-05-07,Delhi,27.43,65.77,3.16,0.0,72.43,77.23,27.88,0,0,76.89,103.29,54.33,15.46,1.44,30.31,industrial emissions,265.89
2026-05-08,Hyderabad,28.2,60.2,1.84,0.0,85.45,40.94,16.03,0,0,84.34,120.65,51.2,15.15,1.437,36.47,"heavy traffic, low wind",244.51
2026-05-09,Chennai,27.31,56.22,1.57,0.0,54.18,46.12,31.39,0,0,74.6,132.31,46.49,12.31,1.135,16.86,low wind,199.85
2026-05-10,Hyderabad,26.5,68.48,2.71,0.0,53.32,22.94,63.18,0,0,69.78,105.18,42.02,10.33,1.148,28.68,normal urban conditions,157.74
2026-05-11,Hyderabad,33.25,52.97,2.38,0.0,77.31,47.28,39.46,0,0,80.39,119.27,53.09,17.58,1.426,43.69,heavy traffic,245.32
2026-05-12,Hyderabad,32.13,63.17,2.34,0.0,56.15,67.6,28.84,0,0,57.44,89.57,45.68,19.53,1.208,40.91,normal urban conditions,200.65
2026-05-13,Bengaluru,32.99,58.99,2.81,0.0,59.27,56.55,31.04,0,0,77.08,116.98,36.47,14.18,1.314,4.89,normal urban conditions,185.42
2026-05-14,Delhi,30.18,57.63,3.08,0.0,39.22,50.06,60.99,0,0,49.2,118.06,35.93,18.13,1.006,42.94,normal urban conditions,206.93
2026-05-15,Chennai,32.39,55.84,3.78,0.0,73.58,23.83,46.37,0,0,59.5,107.1,42.04,12.81,1.213,35.84,normal urban conditions,211.84
2026-05-16,Chennai,24.78,59.37,1.71,0.0,93.59,46.1,35.46,0,0,81.78,114.16,59.14,12.26,1.603,8.35,"heavy traffic, low wind",227.49
2026-05-17,Delhi,32.65,42.49,2.38,0.0,52.46,54.64,41.83,0,0,67.89,110.35,43.71,14.2,1.293,25.5,normal urban conditions,228.22
2026-05-18,Chennai,30.59,64.21,3.01,0.0,85.28,34.15,92.12,0,0,79.44,111.22,60.06,15.47,1.365,35.93,"heavy traffic, construction activity",253.74
2026-05-19,Chennai,31.94,61.76,2.97,0.0,67.98,63.79,72.39,0,0,78.75,104.85,45.85,19.54,1.315,30.68,construction activity,203.68
2026-05-20,Bengaluru,31.2,68.46,5.4,0.0,40.68,67.93,77.37,0,0,74.09,141.51,28.11,13.36,1.183,22.93,construction activity,163.58
2026-05-21,Mumbai,27.1,57.51,3.48,0.0,54.61,42.48,12.96,0,0,38.86,115.18,33.22,10.78,1.111,26.47,normal urban conditions,172.23
2026-05-22,Hyderabad,25.57,82.86,1.26,0.0,53.62,65.06,44.98,0,0,80.7,88.67,43.07,19.5,1.408,25.94,low wind,204.42
2026-05-23,Chennai,27.93,58.45,3.7,0.0,63.86,50.02,35.1,0,0,50.74,107.74,51.32,11.48,1.304,22.29,normal urban conditions,176.45
2026-05-24,Delhi,31.76,50.82,3.85,0.0,75.64,72.65,58.88,0,0,83.5,140.15,45.86,21.04,1.586,28.48,"heavy traffic, industrial emissions",255.39
2026-05-25,Chennai,32.13,49.37,3.05,0.0,98.51,88.61,69.2,0,0,90.73,109.54,59.51,26.99,2.027,36.03,"heavy traffic, industrial emissions",260.01
2026-05-26,Chennai,25.96,46.29,1.74,0.0,46.03,32.31,54.53,0,0,62.49,99.92,39.34,13.29,0.862,21.82,low wind,193.93
2026-05-27,Bengaluru,27.12,78.14,5.31,0.0,61.17,65.85,30.55,0,0,44.96,82.0,50.14,14.77,1.406,14.04,normal urban conditions,187.97
2026-05-28,Mumbai,27.89,75.99,1.92,0.0,54.59,75.49,34.78,0,0,90.13,160.99,39.25,19.61,1.329,19.76,"industrial emissions, low wind",208.18
2026-05-29,Hyderabad,28.99,67.51,3.99,0.0,48.64,34.53,60.41,0,0,56.74,134.55,24.97,15.63,1.123,19.62,normal urban conditions,155.97
2026-05-30,Delhi,25.98,54.66,3.44,0.0,70.46,41.65,62.4,0,0,70.75,98.97,41.26,13.96,1.294,21.49,normal urban conditions,221.04
2026-05-31,Chennai,25.8,81.86,3.92,0.0,68.95,41.45,50.82,0,0,75.82,91.69,48.73,15.08,1.34,10.27,normal urban conditions,206.45
2026-06-01,Mumbai,28.53,58.31,5.25,2.73,36.98,49.61,50.6,0,0,27.11,95.32,33.54,12.54,0.963,28.35,normal urban conditions,156.2
2026-06-02,Delhi,31.26,57.23,3.87,2.3,66.29,45.59,49.0,0,0,53.35,110.69,40.16,12.12,1.352,34.4,normal urban conditions,207.57
2026-06-03,Bengaluru,27.46,76.95,2.53,4.93,46.71,48.43,53.38,0,0,59.79,128.64,43.84,17.47,1.081,18.19,rain,169.51
2026-06-04,Bengaluru,30.65,66.93,4.53,0.95,66.19,67.08,62.32,0,0,51.08,81.73,48.88,15.6,1.468,22.26,normal urban conditions,184.76
2026-06-05,Bengaluru,34.18,79.89,2.44,0.85,86.31,17.88,60.6,0,0,60.66,120.79,47.8,2.1,1.533,25.9,heavy traffic,192.39
2026-06-06,Delhi,27.09,65.32,3.4,3.32,73.41,34.47,48.47,0,0,53.28,87.6,36.03,11.6,1.315,18.68,rain,186.62
2026-06-07,Bengaluru,30.38,56.56,1.65,3.99,68.84,64.06,47.02,0,0,63.08,119.17,47.37,18.19,1.493,34.81,"rain, low wind",227.55
2026-06-08,Bengaluru,34.07,51.83,1.96,0.13,57.54,61.95,46.25,0,0,69.73,112.18,58.64,20.09,1.495,24.3,low wind,234.74
2026-06-09,Bengaluru,29.75,42.51,3.26,6.18,67.07,32.95,32.39,0,0,52.07,132.15,41.14,17.21,1.284,25.58,rain,191.96
2026-06-10,Chennai,29.28,58.52,3.64,2.05,75.01,62.07,32.14,0,0,73.77,122.24,45.81,17.19,1.328,21.74,heavy traffic,211.28
2026-06-11,Mumbai,34.49,69.1,1.16,1.02,73.43,75.88,58.88,0,0,110.5,139.29,54.4,21.12,1.533,35.73,"industrial emissions, low wind",248.78
2026-06-12,Mumbai,30.08,66.73,3.8,2.77,64.41,51.12,33.74,0,0,57.64,104.76,45.86,15.54,1.233,24.92,normal urban conditions,189.6
2026-06-13,Chennai,34.31,57.98,2.22,2.68,69.48,33.86,64.28,0,0,71.12,114.24,50.81,13.48,1.361,43.87,normal urban conditions,213.79
2026-06-14,Hyderabad,32.29,49.25,4.74,1.06,44.94,67.75,46.97,0,0,51.72,78.65,43.67,17.28,1.188,32.32,normal urban conditions,203.32
2026-06-15,Hyderabad,29.97,63.09,2.78,0.15,54.25,83.01,64.39,0,0,81.93,158.83,44.83,21.44,1.484,35.02,industrial emissions,232.76
2026-06-16,Mumbai,32.44,69.22,1.85,6.2,77.32,36.05,60.74,0,0,74.28,146.77,57.0,10.58,1.443,25.27,"heavy traffic, rain, low wind",229.57
2026-06-17,Bengaluru,31.96,63.73,3.29,0.76,79.47,52.71,64.86,0,0,87.11,124.94,56.68,21.37,1.568,21.33,heavy traffic,235.08
2026-06-18,Bengaluru,34.06,59.62,2.1,0.62,67.5,71.62,38.47,0,0,87.36,137.73,49.78,11.29,1.392,29.35,industrial emissions,227.83
2026-06-19,Delhi,29.35,53.28,4.72,0.85,89.66,54.08,56.18,0,0,76.53,156.06,53.45,17.36,1.691,23.0,heavy traffic,249.14
2026-06-20,Hyderabad,31.12,68.69,3.2,3.82,74.13,20.55,62.76,0,0,76.85,142.43,47.04,11.25,1.372,12.89,rain,213.93
2026-06-21,Chennai,30.82,28.91,3.02,1.21,62.27,59.98,16.97,0,0,57.38,94.54,53.49,17.71,1.241,38.57,normal urban conditions,204.8
2026-06-22,Mumbai,33.11,62.45,3.91,0.87,46.48,34.38,82.03,0,0,51.77,102.09,25.74,8.95,0.989,28.95,construction activity,139.53
2026-06-23,Mumbai,27.92,87.96,1.99,2.59,89.02,29.13,93.32,1,0,93.82,105.65,52.68,6.63,1.521,17.9,"heavy traffic, construction activity, low wind, festival fireworks",211.94
2026-06-24,Chennai,34.05,42.88,1.65,2.25,78.33,20.9,66.95,0,0,71.06,130.27,46.77,12.16,1.323,34.22,"heavy traffic, low wind",226.38
2026-06-25,Delhi,32.4,56.71,3.69,0.9,94.77,73.43,64.12,0,0,76.07,142.12,57.85,22.77,1.943,29.34,"heavy traffic, industrial emissions",274.14
2026-06-26,Mumbai,27.05,62.79,1.88,0.15,100.0,36.98,59.78,0,0,84.18,147.8,54.68,13.58,1.73,35.21,"heavy traffic, low wind",226.62
2026-06-27,Hyderabad,34.62,52.94,1.88,3.74,45.41,58.0,41.53,0,0,48.28,108.81,47.93,18.7,1.175,33.72,"rain, low wind",201.15
2026-06-28,Bengaluru,37.7,65.77,4.2,2.29,45.45,62.42,45.8,1,0,66.06,116.38,42.92,15.61,1.235,29.75,festival fireworks,192.42
2026-06-29,Delhi,34.01,62.72,3.83,0.07,20.19,54.91,67.29,0,0,54.02,85.63,41.7,16.78,0.883,34.03,normal urban conditions,236.02
2026-06-30,Hyderabad,35.28,58.63,1.7,6.96,80.69,57.34,28.54,0,0,50.9,102.35,51.68,19.85,1.566,30.12,"heavy traffic, rain, low wind",228.39
2026-07-01,Delhi,30.32,68.55,2.46,0.06,72.5,58.86,26.79,0,0,68.12,97.93,52.2,15.48,1.445,27.74,normal urban conditions,234.02
2026-07-02,Bengaluru,25.08,64.41,2.12,0.68,63.56,54.49,40.05,0,0,90.73,137.3,49.37,19.27,1.419,32.65,normal urban conditions,232.99
2026-07-03,Bengaluru,24.53,95.0,5.33,0.74,42.38,38.32,61.13,0,0,56.14,90.69,37.75,8.23,0.929,11.91,normal urban conditions,166.89
2026-07-04,Hyderabad,30.83,61.73,4.29,0.91,60.58,36.71,30.68,0,0,55.87,109.92,48.37,11.03,1.191,21.5,normal urban conditions,194.58
2026-07-05,Mumbai,28.29,63.95,2.69,0.88,64.96,50.11,43.49,0,0,62.38,130.82,47.03,16.66,1.238,22.95,normal urban conditions,202.03
2026-07-06,Delhi,27.32,45.57,3.89,0.34,74.52,49.73,45.87,1,0,77.25,125.23,42.03,20.67,1.501,25.65,festival fireworks,237.49
2026-07-07,Chennai,29.87,55.45,1.57,2.08,66.37,59.73,27.76,0,0,71.48,117.85,46.01,16.6,1.503,35.87,low wind,226.98
2026-07-08,Bengaluru,31.91,70.94,2.39,4.32,72.62,71.83,5.0,0,0,58.63,116.01,54.95,15.39,1.478,17.13,"industrial emissions, rain",198.79
2026-07-09,Mumbai,25.7,50.45,3.33,2.05,60.01,58.19,27.47,0,0,52.99,129.9,52.19,21.95,1.307,25.88,normal urban conditions,228.66
2026-07-10,Hyderabad,28.72,40.12,3.74,2.42,80.9,37.4,53.22,0,0,57.95,102.92,40.05,12.61,1.407,25.12,heavy traffic,205.62
2026-07-11,Bengaluru,34.59,57.91,3.08,1.24,72.11,12.74,57.72,0,0,46.32,106.05,34.23,11.03,1.278,41.98,normal urban conditions,184.44
2026-07-12,Bengaluru,26.84,76.72,3.5,1.97,43.01,38.16,57.89,0,0,41.26,120.09,39.32,12.1,1.108,29.74,normal urban conditions,169.94
2026-07-13,Hyderabad,32.67,59.35,3.29,2.6,84.23,27.8,60.19,1,0,75.04,130.55,40.85,11.87,1.389,30.52,"heavy traffic, festival fireworks",195.43
2026-07-14,Mumbai,28.61,58.41,3.0,3.45,81.61,38.85,35.47,0,0,55.95,65.18,43.43,11.53,1.215,33.51,"heavy traffic, rain",182.79
2026-07-15,Bengaluru,31.7,41.03,2.84,0.79,69.45,56.36,31.19,0,0,62.97,93.09,56.07,22.79,1.514,21.28,normal urban conditions,209.79
2026-07-16,Bengaluru,33.35,62.97,2.69,0.67,66.49,53.52,55.5,0,0,57.52,118.32,46.42,19.14,1.373,42.98,normal urban conditions,207.84
2026-07-17,Hyderabad,32.29,65.81,3.48,0.02,88.54,85.45,43.76,0,0,95.11,124.38,59.77,25.98,1.829,21.97,"heavy traffic, industrial emissions",265.96
2026-07-18,Delhi,32.79,41.03,3.69,8.68,35.87,60.7,66.14,0,0,61.71,135.15,44.55,14.35,1.122,39.91,rain,244.47
2026-07-19,Hyderabad,26.61,74.52,3.44,8.24,81.86,86.37,55.63,0,0,83.97,158.09,52.88,15.34,1.721,27.55,"heavy traffic, industrial emissions, rain",241.6
2026-07-20,Bengaluru,33.4,66.07,1.79,1.64,54.38,64.87,73.68,0,0,90.28,120.93,38.91,16.5,1.241,30.29,"construction activity, low wind",189.3
2026-07-21,Chennai,27.5,73.87,2.0,1.74,79.52,71.54,38.69,0,0,90.53,108.95,66.9,26.0,1.605,32.77,"heavy traffic, industrial emissions",258.98
2026-07-22,Hyderabad,30.84,66.05,3.68,0.35,63.93,45.54,69.35,0,0,71.47,110.42,45.39,13.32,1.329,34.01,normal urban conditions,237.68
2026-07-23,Mumbai,30.84,66.75,4.97,0.58,42.11,32.66,88.69,0,0,53.13,97.95,35.65,15.38,1.022,27.7,construction activity,180.62
2026-07-24,Hyderabad,31.52,64.94,3.38,6.89,54.06,43.92,49.07,0,0,40.0,118.54,38.4,10.95,1.293,24.59,rain,168.0
2026-07-25,Delhi,31.07,68.73,2.71,1.23,78.35,51.79,57.99,0,0,85.63,107.55,51.24,12.8,1.533,27.7,heavy traffic,266.38
2026-07-26,Delhi,27.53,44.34,3.47,0.48,58.64,40.69,29.39,0,0,60.27,117.09,37.03,13.27,1.186,27.1,normal urban conditions,207.8
2026-07-27,Bengaluru,26.01,48.58,1.84,2.75,52.06,33.98,65.88,0,0,58.05,131.42,41.28,18.77,1.149,28.96,low wind,222.13
2026-07-28,Chennai,32.68,51.56,4.77,0.8,51.95,59.5,70.58,0,0,63.88,126.13,45.9,19.82,1.153,36.93,construction activity,217.81
2026-07-29,Chennai,30.62,59.07,3.42,5.94,72.28,33.9,38.11,0,0,45.81,101.78,46.31,6.26,1.434,31.03,rain,191.33
2026-07-30,Hyderabad,33.51,62.22,2.4,1.96,90.01,24.4,59.72,1,0,78.8,118.35,57.57,12.9,1.493,30.26,"heavy traffic, festival fireworks",251.41
2026-07-31,Delhi,29.93,64.1,3.0,0.84,27.75,31.8,53.61,0,0,55.54,136.37,32.28,8.64,0.755,22.19,normal urban conditions,204.57
2026-08-01,Chennai,23.28,76.67,2.57,0.9,100.0,47.78,55.82,0,0,93.73,127.58,53.18,12.6,1.659,23.88,heavy traffic,225.56
2026-08-02,Hyderabad,30.4,72.01,4.77,2.62,61.26,34.16,64.24,0,0,51.77,118.61,38.51,14.0,1.24,14.21,normal urban conditions,195.97
2026-08-03,Mumbai,26.39,54.6,2.96,1.4,67.28,47.89,58.38,0,0,65.45,108.24,43.91,18.86,1.322,20.38,normal urban conditions,191.22
2026-08-04,Chennai,28.53,64.22,3.39,1.21,51.02,62.81,45.22,0,0,64.08,75.33,47.41,21.1,1.232,30.23,normal urban conditions,199.59
2026-08-05,Bengaluru,25.56,55.43,3.89,3.57,57.94,62.34,64.67,0,0,42.9,90.08,47.59,17.97,1.186,31.6,rain,190.92
2026-08-06,Bengaluru,32.43,57.21,2.31,6.63,61.08,40.11,70.24,0,0,53.53,100.76,44.22,14.45,1.189,28.83,"construction activity, rain",197.48
2026-08-07,Mumbai,24.87,67.61,3.43,3.14,41.21,28.53,36.92,0,0,30.62,79.82,38.33,15.6,0.87,24.97,rain,154.12
2026-08-08,Chennai,26.49,29.17,3.53,0.72,45.11,41.64,47.96,0,0,49.3,85.84,25.04,8.94,1.075,31.66,normal urban conditions,166.23
2026-08-09,Hyderabad,27.82,86.44,1.34,0.43,76.95,63.8,12.63,0,0,94.0,138.28,51.78,22.69,1.535,27.7,"heavy traffic, low wind",270.09
2026-08-10,Hyderabad,24.22,70.51,3.5,3.39,33.16,68.01,59.67,0,0,60.07,120.48,33.89,15.67,0.844,21.45,rain,178.34
2026-08-11,Bengaluru,28.49,55.9,3.15,3.13,65.06,58.35,72.46,0,0,64.89,106.86,49.13,17.12,1.348,20.08,"construction activity, rain",188.0
2026-08-12,Bengaluru,32.34,78.44,3.36,1.11,52.07,73.63,42.85,0,0,60.72,100.03,48.8,17.29,1.2,29.08,industrial emissions,213.2
2026-08-13,Delhi,26.03,60.11,3.24,1.43,42.63,83.13,50.67,1,0,66.67,92.17,43.92,16.83,1.177,38.81,"industrial emissions, festival fireworks",209.54
2026-08-14,Mumbai,28.69,63.05,3.51,0.78,89.55,43.3,43.6,1,0,102.76,141.88,45.59,15.31,1.665,19.75,"heavy traffic, festival fireworks",237.77
2026-08-15,Mumbai,19.25,63.45,4.8,0.45,42.73,78.76,40.32,0,0,56.11,126.73,43.66,20.31,1.1,20.09,industrial emissions,184.75
2026-08-16,Chennai,27.38,79.15,1.78,0.86,39.92,47.31,52.64,0,0,68.3,137.36,38.26,14.25,1.036,20.86,low wind,198.81
2026-08-17,Bengaluru,26.56,62.16,2.79,0.01,55.01,70.36,32.32,0,0,47.42,83.66,37.82,17.8,1.292,42.04,industrial emissions,170.71
2026-08-18,Mumbai,25.04,65.76,4.0,5.03,45.7,64.75,43.29,1,0,47.23,131.46,38.75,21.94,1.131,17.16,"rain, festival fireworks",175.02
2026-08-19,Bengaluru,30.74,72.32,3.78,0.27,58.1,16.41,29.91,0,0,49.47,89.18,38.07,16.2,0.967,25.11,normal urban conditions,172.19
2026-08-20,Bengaluru,26.52,69.09,3.75,1.68,60.49,34.61,59.78,0,0,54.79,84.98,50.32,16.3,1.209,21.74,normal urban conditions,197.11
2026-08-21,Mumbai,26.97,62.38,6.5,0.04,61.75,30.02,52.78,0,0,45.65,71.06,30.13,12.63,1.206,16.57,normal urban conditions,138.42
2026-08-22,Hyderabad,26.37,74.45,3.94,3.03,56.02,19.92,39.38,0,0,47.7,76.13,40.29,5.28,0.904,14.41,rain,151.07
2026-08-23,Chennai,21.75,91.96,4.56,3.93,46.77,67.83,48.74,0,0,61.43,112.93,34.41,19.73,1.31,22.91,rain,193.89
2026-08-24,Hyderabad,24.1,68.1,2.83,1.84,68.29,89.24,43.59,0,0,60.94,101.3,47.78,23.29,1.51,28.05,industrial emissions,235.85
2026-08-25,Delhi,30.38,61.7,2.01,1.58,56.21,47.36,70.88,0,0,61.47,98.23,36.15,16.89,1.24,23.39,construction activity,203.87
2026-08-26,Bengaluru,21.17,68.69,2.82,0.77,50.07,67.37,39.18,0,0,65.41,93.51,47.74,14.36,1.161,31.26,normal urban conditions,191.08
2026-08-27,Hyderabad,25.2,77.26,4.05,4.92,81.68,78.72,60.7,0,0,69.11,94.57,57.7,22.15,1.666,6.83,"heavy traffic, industrial emissions, rain",208.45
2026-08-28,Hyderabad,26.3,57.4,3.69,0.18,56.06,55.75,33.9,0,0,56.19,85.2,41.14,20.6,1.155,16.77,normal urban conditions,190.73
2026-08-29,Bengaluru,32.73,56.11,3.68,1.03,75.47,51.54,64.28,0,0,72.93,135.69,52.31,12.3,1.423,23.5,heavy traffic,223.03
2026-08-30,Chennai,29.81,45.56,2.94,0.66,77.63,47.58,68.75,0,0,68.39,147.0,50.73,16.67,1.451,28.86,heavy traffic,225.04
2026-08-31,Mumbai,25.83,51.88,2.75,0.63,78.6,61.68,69.69,0,0,84.41,160.24,54.57,14.43,1.471,22.82,heavy traffic,224.49
2026-09-01,Hyderabad,27.91,57.08,2.98,4.81,66.13,67.74,77.42,0,0,77.69,134.93,48.28,17.53,1.475,25.1,"construction activity, rain",251.24
2026-09-02,Delhi,21.78,66.0,4.07,1.47,55.06,60.31,53.85,0,0,62.03,99.12,36.94,13.8,1.308,25.45,normal urban conditions,183.96
2026-09-03,Bengaluru,27.03,80.57,4.21,0.76,54.05,59.69,72.76,0,0,74.81,107.82,52.57,15.5,1.473,33.4,construction activity,233.3
2026-09-04,Hyderabad,19.92,73.21,1.99,2.37,51.17,51.08,80.48,0,0,52.07,117.32,50.67,14.14,1.245,25.79,"construction activity, low wind",211.8
2026-09-05,Mumbai,27.22,53.63,4.11,2.18,20.4,23.33,25.56,0,0,19.97,68.61,32.02,11.97,0.729,26.93,normal urban conditions,140.68
2026-09-06,Bengaluru,22.78,58.57,2.42,3.86,66.57,68.16,35.94,0,0,77.4,124.77,47.79,20.58,1.316,22.94,rain,204.26
2026-09-07,Hyderabad,20.91,80.91,3.76,2.63,58.98,28.88,18.09,0,0,39.68,121.68,34.58,15.27,0.974,27.5,normal urban conditions,174.09
2026-09-08,Hyderabad,23.35,76.72,2.97,1.55,68.28,63.15,69.22,0,0,69.03,118.98,47.53,15.15,1.424,34.82,normal urban conditions,229.41
2026-09-09,Hyderabad,24.83,64.7,5.08,1.67,53.2,65.6,17.83,0,0,46.74,133.2,48.69,18.58,1.425,28.36,normal urban conditions,216.28
2026-09-10,Mumbai,22.52,61.61,2.7,2.52,65.71,31.47,12.4,0,0,53.81,76.56,43.02,8.74,1.425,19.56,normal urban conditions,152.36
2026-09-11,Delhi,25.66,75.09,3.41,0.53,33.03,41.06,26.05,0,0,41.27,97.13,28.41,13.24,0.838,24.92,normal urban conditions,195.28
2026-09-12,Chennai,22.25,56.29,3.93,2.13,36.36,90.19,13.23,0,0,68.96,113.96,44.33,21.56,1.181,27.55,industrial emissions,214.29
2026-09-13,Delhi,25.86,67.62,2.15,6.5,15.45,50.57,53.44,0,0,45.34,77.71,23.99,12.32,0.782,20.22,rain,159.98
2026-09-14,Mumbai,25.33,86.8,3.11,1.84,52.92,30.04,26.31,0,0,44.56,106.01,29.25,13.48,1.05,27.57,normal urban conditions,160.25
2026-09-15,Bengaluru,23.82,67.18,2.88,1.14,42.71,66.42,14.19,0,0,41.72,115.55,41.83,17.16,1.147,24.89,normal urban conditions,198.58
2026-09-16,Delhi,22.68,58.17,2.58,1.13,40.62,38.09,47.16,0,0,58.86,144.45,31.86,13.56,1.017,31.64,normal urban conditions,199.61
2026-09-17,Bengaluru,24.45,68.79,2.67,2.42,60.43,17.43,48.34,0,0,47.71,103.99,38.16,13.46,1.297,16.36,normal urban conditions,152.27
2026-09-18,Bengaluru,25.65,59.14,4.53,2.02,48.26,61.36,10.6,0,0,66.06,71.61,24.06,15.53,1.302,12.82,normal urban conditions,153.98
2026-09-19,Bengaluru,30.19,46.73,2.48,3.17,32.14,35.5,33.73,0,0,46.76,102.7,25.98,15.23,0.998,26.25,rain,154.85
2026-09-20,Mumbai,26.82,70.04,3.88,0.83,95.79,57.78,46.51,0,0,85.79,138.28,58.03,20.57,1.599,24.51,heavy traffic,236.52
2026-09-21,Delhi,26.93,74.13,3.58,1.38,54.48,37.37,40.86,0,0,58.41,99.48,29.79,17.12,1.214,11.31,normal urban conditions,198.57
2026-09-22,Chennai,33.27,55.41,1.52,3.67,37.74,64.73,41.41,0,0,71.76,117.66,31.56,16.79,1.015,25.39,"rain, low wind",181.17
2026-09-23,Mumbai,25.55,60.14,3.82,3.93,44.35,55.3,71.59,0,0,31.16,78.26,38.56,12.93,1.248,33.82,"construction activity, rain",159.2
2026-09-24,Chennai,25.45,54.37,1.5,3.96,52.3,10.0,90.93,0,0,50.06,101.05,39.28,6.47,1.046,29.21,"construction activity, rain, low wind",172.86
2026-09-25,Delhi,26.11,62.02,3.95,3.33,52.27,58.88,41.73,1,0,73.1,133.15,36.54,11.66,1.279,25.89,"rain, festival fireworks",222.51
2026-09-26,Delhi,20.97,61.5,2.59,3.43,75.91,46.78,21.56,0,0,78.81,141.69,48.52,16.54,1.382,14.77,"heavy traffic, rain",238.91
2026-09-27,Bengaluru,22.67,55.82,3.21,2.13,53.8,77.5,43.31,0,0,52.97,77.05,45.66,21.64,1.322,32.52,industrial emissions,202.66
2026-09-28,Chennai,22.48,84.98,1.65,0.25,84.76,59.11,51.89,0,0,74.16,107.64,47.68,16.81,1.59,17.25,"heavy traffic, low wind",213.2
2026-09-29,Chennai,25.94,68.3,3.35,0.29,48.15,65.61,46.93,0,0,66.35,81.8,49.51,13.37,1.282,24.74,normal urban conditions,207.44
2026-09-30,Bengaluru,23.48,71.09,4.31,1.81,61.89,39.21,60.21,0,0,63.62,143.03,40.09,12.18,1.26,25.23,normal urban conditions,190.13
2026-10-01,Mumbai,20.91,75.99,2.23,1.89,70.35,37.78,92.24,0,1,102.72,158.78,45.58,17.19,1.434,21.58,"construction activity, crop burning",228.72
2026-10-02,Chennai,23.76,72.88,2.47,0.61,73.12,51.54,13.74,0,0,69.0,72.38,52.37,17.08,1.566,32.77,normal urban conditions,220.17
2026-10-03,Bengaluru,23.09,61.51,3.75,0.66,74.99,45.51,37.86,0,0,46.73,93.43,38.74,16.63,1.355,27.34,normal urban conditions,191.23
2026-10-04,Delhi,20.01,70.52,3.78,1.54,49.65,76.08,78.82,0,0,67.28,109.82,50.07,29.1,1.34,22.91,"construction activity, industrial emissions",259.29
2026-10-05,Delhi,18.49,66.17,0.3,9.73,53.91,49.24,37.56,0,1,77.82,104.26,51.28,15.86,1.229,19.62,"rain, low wind, crop burning",233.27
2026-10-06,Chennai,23.91,69.45,5.62,0.47,15.0,29.95,63.79,0,1,45.36,115.33,20.79,5.32,0.602,25.84,crop burning,126.06
2026-10-07,Mumbai,22.82,69.24,3.83,1.08,50.86,37.1,60.62,0,1,57.78,123.85,39.92,9.63,1.158,20.77,crop burning,197.79
2026-10-08,Bengaluru,15.68,67.0,4.04,3.86,71.46,69.37,72.74,0,1,97.34,141.58,49.23,19.02,1.563,19.91,"construction activity, rain, crop burning",238.56
2026-10-09,Delhi,19.56,54.81,3.03,3.26,68.35,48.99,86.27,0,0,80.82,114.42,52.32,14.89,1.318,19.79,"construction activity, rain",244.85
2026-10-10,Mumbai,21.0,68.56,0.97,2.3,52.62,48.03,54.66,0,0,65.0,98.91,38.49,14.17,1.158,17.82,low wind,190.75
2026-10-11,Mumbai,22.84,63.77,4.01,0.1,81.19,71.08,13.08,0,1,87.79,123.21,55.06,17.91,1.623,16.5,"heavy traffic, industrial emissions, crop burning",225.42
2026-10-12,Mumbai,23.23,46.64,2.52,1.3,47.86,35.53,33.99,1,0,56.78,93.44,37.43,10.33,0.979,23.28,festival fireworks,171.03
2026-10-13,Bengaluru,21.35,71.93,3.85,7.7,42.54,11.77,91.72,0,1,56.49,108.27,28.66,10.0,0.824,18.75,"construction activity, rain, crop burning",166.12
2026-10-14,Chennai,22.26,75.87,2.94,0.64,46.51,36.65,19.72,0,0,57.54,110.57,42.89,17.05,0.924,33.94,normal urban conditions,201.15
2026-10-15,Chennai,20.69,92.6,3.49,0.6,36.04,56.36,57.94,0,0,66.55,84.26,48.91,21.21,1.059,25.21,normal urban conditions,221.37
2026-10-16,Bengaluru,18.48,64.95,2.27,6.26,63.96,47.51,5.0,0,0,62.92,89.14,45.42,19.71,1.415,19.43,rain,191.83
2026-10-17,Mumbai,19.72,62.61,4.24,1.53,58.62,23.91,20.98,0,0,54.55,97.82,39.79,7.96,1.101,18.37,normal urban conditions,159.78
2026-10-18,Chennai,20.56,56.32,1.77,0.11,63.76,70.29,65.74,0,1,102.6,168.02,46.34,18.19,1.513,26.85,"industrial emissions, low wind, crop burning",253.25
2026-10-19,Hyderabad,20.4,69.61,5.89,0.39,47.37,54.94,48.72,0,1,96.16,148.18,43.11,14.85,1.161,34.46,crop burning,211.4
2026-10-20,Hyderabad,14.84,73.43,5.89,0.85,53.07,59.0,40.47,0,1,84.91,123.48,36.8,18.22,1.159,22.93,crop burning,208.25
2026-10-21,Bengaluru,19.31,60.17,5.16,2.19,19.15,59.55,31.71,0,1,45.4,100.09,46.87,16.28,0.998,9.36,crop burning,179.9
